# Program:featureCounts v2.0.7; Command:"featureCounts" "-a" "gtf_test.gtf" "-o" "SRR23584814_small_counts.txt" "SRR23584814_small_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR23584814_small_Aligned.sortedByCoord.out.bam
ENSG00000252098.1	chr1	27581955	27582058	-	104	0
ENSG00000243659.1	chr1;chr1	27637731;27638154	27637836;27638329	+;+	282	0
ENSG00000186501.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	27648651;27648738;27648739;27648745;27648745;27648772;27648776;27648791;27657211;27657211;27657211;27657211;27657211;27657211;27657211;27657211;27657476;27657476;27658561;27658561;27658561;27658561;27658561;27658561;27658561;27658561;27658837;27658938;27659852;27659954;27660449;27660449;27660449;27660449;27660449;27660449;27660449;27660642;27660642;27660642;27660642;27660642;27660642;27660642;27660642;27660642;27661158;27661158;27661870;27661870;27661870;27661870;27661870;27661870;27661870	27648882;27648882;27648882;27648882;27648882;27648882;27648882;27648882;27657295;27657295;27657295;27657295;27657295;27657295;27657295;27657295;27657628;27657628;27658592;27658592;27658592;27658592;27658592;27658592;27658592;27658592;27660545;27659050;27659926;27660545;27660545;27660545;27660545;27660545;27660545;27660545;27660545;27662890;27660772;27660772;27661387;27660772;27660772;27660772;27660772;27660772;27661245;27661245;27662890;27662315;27662036;27662139;27662891;27662891;27662891	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4461	0
ENSG00000206888.1	chr1	27651710	27651816	+	107	0
ENSG00000241547.1	chr1	27651820	27652287	+	468	0
ENSG00000142765.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	27668513;27668548;27669719;27671364;27671788;27671788;27671788;27673912;27673912;27673912;27673912;27674035;27674299;27674299;27674299;27674299;27674458;27674458;27674458;27674458;27675571;27675571;27675571;27675607;27675889;27675889;27675889;27675889;27675967;27676143;27676143;27676238;27676463;27676463;27676463;27676463;27676463;27676880;27676880;27676880;27677285;27677285;27677285;27677285;27677285;27677749;27677749;27677749;27677749;27677749;27677947;27677947;27677947;27677947;27677947;27677947;27677963;27679774;27679774;27679774;27679774;27680204;27680204;27680204;27680204;27680204	27668641;27668858;27669763;27672016;27672016;27672016;27672016;27673949;27674060;27674060;27674060;27674060;27674371;27674371;27674371;27674371;27674503;27674503;27674503;27674503;27675643;27675643;27675643;27675643;27677827;27675989;27676256;27675989;27676256;27676256;27676256;27676256;27676623;27676976;27676623;27676976;27676623;27676976;27676976;27676976;27677443;27677443;27677443;27677443;27677443;27677827;27677827;27677827;27677827;27677827;27678036;27678070;27678046;27678046;27678046;27678046;27679979;27679979;27679979;27679979;27679979;27680421;27680421;27680421;27680421;27680421	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5575	0
ENSG00000142733.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	27681675;27681675;27681677;27681680;27681847;27681882;27682160;27682160;27682160;27682160;27682517;27682517;27682517;27682517;27682517;27682879;27682879;27682879;27682879;27682879;27683081;27683081;27683081;27683081;27683081;27683500;27683500;27683500;27683652;27683891;27683891;27683891;27683891;27683959;27684202;27684202;27684202;27684202;27684202;27684672;27684672;27684672;27684672;27684910;27684910;27684910;27684910;27685200;27685200;27685200;27685200;27685908;27685908;27685908;27685908;27686349;27686349;27686349;27686349;27686732;27686732;27686732;27686732;27687196;27687196;27687196;27687196;27687412;27687412;27687412;27687412;27687648;27687648;27687648;27687648;27687837;27687837;27687837;27687837;27688011;27688011;27688011;27688011;27688196;27688196;27688196;27688196;27688582;27688582;27688582;27688582;27689132;27689132;27689132;27689132;27689342;27689342;27689342;27689342;27689933;27689933;27689933;27689933;27690408;27690408;27690408;27690408;27690695;27690695;27690695;27691152;27691152;27691264;27691264;27691264;27692749;27692749;27692749;27693230	27681843;27681960;27681960;27681960;27681960;27681960;27682236;27682236;27682236;27682236;27682590;27682590;27682590;27682590;27682590;27682991;27682991;27682991;27682991;27682962;27683605;27683240;27683658;27683240;27683240;27683605;27683605;27683605;27684067;27684105;27684067;27684067;27684067;27684067;27684299;27684367;27684367;27684367;27684367;27684810;27684810;27684810;27684810;27685102;27685102;27685102;27685102;27685357;27685357;27685357;27685357;27686013;27686013;27686013;27686013;27686485;27686485;27686485;27686485;27686859;27686859;27686859;27686859;27687329;27687329;27687329;27687329;27687499;27687499;27687499;27687499;27687743;27687743;27687743;27687743;27687886;27687886;27687886;27687886;27688118;27688118;27688118;27688118;27688358;27688358;27688358;27688358;27688741;27688741;27688741;27688741;27689244;27689244;27689244;27689244;27689512;27689512;27689512;27689512;27690039;27690039;27690039;27690039;27690576;27690576;27690576;27690442;27690885;27690885;27690885;27691175;27691175;27691403;27691403;27691403;27693357;27693174;27693349;27693383	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4951	0
ENSG00000142748.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	27695603;27695603;27696964;27697087;27697087;27697334;27697334;27697334;27699627;27699627;27699627;27699979;27700021;27700456;27700456;27700847;27700847;27701219;27701219;27701219	27695968;27695968;27697221;27697221;27697221;27697463;27697463;27697463;27700169;27699754;27699754;27700011;27700942;27700500;27700500;27700942;27700942;27701296;27701315;27701315	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2167	0
ENSG00000174950.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	27705666;27705666;27706541;27708266;27708270;27708270;27708818;27708818;27708990;27708990;27708990;27709642;27709642;27709642	27705999;27706685;27706685;27708889;27708314;27708314;27708889;27708889;27709157;27709157;27709157;27709796;27709870;27709793	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2041	0
ENSG00000231207.1	chr1;chr1	27715972;27716465	27716141;27716649	+;+	355	0
ENSG00000181773.6	chr1;chr1	27719148;27720298	27719241;27722318	+;+	2115	0
ENSG00000158195.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	27730730;27734691;27736186;27739066;27739066;27741327;27741327;27742479;27742479;27744770;27744770;27745455;27745455;27755271;27755271;27816497;27816497	27734840;27734840;27736700;27739221;27739221;27741457;27741457;27742596;27742596;27744923;27744923;27745589;27745589;27755443;27755443;27816562;27816669	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5666	0
ENSG00000241169.1	chr1;chr1	27783709;27785807	27783849;27786093	+;+	428	0
ENSG00000237429.1	chr1;chr1	27852316;27856871	27852396;27857072	+;+	283	0
ENSG00000126705.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	27860546;27860814;27873772;27873772;27878553;27879238;27879403;27879403;27879403;27879585;27879585;27879585;27879585;27884816;27885217;27885217;27885217;27885219;27929908;27929908;27929908;27929908;27930671	27861427;27861427;27878700;27878700;27878700;27879440;27879440;27879440;27879440;27879696;27879815;27879801;27879696;27885041;27885394;27885394;27885394;27885394;27930005;27929925;27930143;27930102;27930942	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7157	0
ENSG00000000938.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	27938575;27938803;27938803;27938811;27939180;27939730;27939730;27939730;27939730;27939730;27940941;27940941;27940941;27940941;27940941;27941361;27941361;27941361;27941361;27941361;27941945;27941945;27941945;27941945;27941945;27942025;27942200;27942200;27942200;27942200;27942200;27942200;27943368;27943368;27943368;27943368;27943368;27943368;27943704;27943704;27943704;27943704;27943704;27948070;27948070;27948070;27948070;27948070;27948164;27949553;27949553;27949553;27949553;27949553;27949553;27949895;27949918;27950202;27950202;27950202;27950202;27950202;27950202;27951600;27951600;27951600;27951600;27951600;27951600;27951600;27952557;27952557;27952557;27952971;27961576;27961576;27961576	27939633;27939633;27939633;27939633;27939633;27939861;27939861;27939861;27939861;27939861;27941094;27941094;27941094;27941094;27941094;27941437;27941437;27941437;27941437;27941437;27942124;27942124;27942124;27942124;27942124;27942124;27942355;27942355;27942355;27942355;27942355;27942355;27943517;27943517;27943517;27943517;27943517;27943517;27943807;27943807;27943807;27943807;27943807;27948168;27948168;27948168;27948168;27948168;27948168;27949655;27949655;27949655;27949655;27949655;27949655;27950440;27950440;27950440;27950440;27950573;27950440;27950440;27950440;27951662;27951662;27951662;27951662;27951662;27951662;27951662;27952751;27952646;27952751;27953080;27961645;27961727;27961788	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3474	0
ENSG00000235912.1	chr1	27975930	27976121	+	192	0
ENSG00000233975.1	chr1;chr1	27986839;27989188	27987233;27989233	-;-	441	0
ENSG00000126709.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	27992572;27992575;27992577;27994737;27994737;27994737;27994969;27994969;27994969;27995732;27995744;27995756;27998634;27998634;27998634	27992986;27992986;27992986;27994886;27994886;27994886;27995046;27995046;27995046;27995857;27995857;27995857;27998689;27998729;27998709	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	865	0
ENSG00000225886.1	chr1;chr1	27995979;27996418	27996097;27996787	+;+	489	0
ENSG00000206767.1	chr1	28002114	28002220	-	107	0
ENSG00000226662.2	chr1	28013321	28013982	-	662	0
ENSG00000207095.1	chr1	28020242	28020346	+	105	0
ENSG00000009780.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28052490;28052507;28052539;28052539;28052539;28052568;28053983;28053983;28053983;28053983;28053983;28053983;28056743;28056743;28059114;28059114;28059114;28059114;28059114;28059114;28060542;28060542;28060542;28060542;28060542;28071165;28071165;28071165;28071165;28071165;28071165;28071285;28075579;28075579;28075579;28081706;28081706;28081706;28081706;28081706;28081706;28081706;28086037;28086037;28086037;28086037;28086037;28086037;28086037;28086469;28087006;28087006;28087006;28087006;28087006	28052672;28052672;28052672;28052672;28052672;28052672;28054047;28054047;28054047;28054047;28054047;28054047;28056844;28056844;28059168;28059168;28059168;28059168;28059168;28059168;28060694;28060694;28060694;28060694;28060694;28071322;28071322;28071322;28071322;28071322;28071322;28071322;28075665;28075665;28075665;28081841;28081841;28081841;28081841;28081841;28081841;28081841;28086138;28086138;28086138;28086138;28086275;28086138;28086138;28086696;28087092;28088475;28087092;28087984;28089633	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4034	0
ENSG00000231344.1	chr1	28065602	28065950	+	349	0
ENSG00000230833.1	chr1	28066465	28067140	+	676	0
ENSG00000117758.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28099694;28099746;28099766;28116073;28116073;28116073;28120044;28120044;28120044;28128189;28128189;28128189;28136434;28136757;28136757;28136758;28138503;28138674;28138674;28138674;28138674;28144362;28144362;28146161;28148742	28099936;28099936;28099936;28116142;28116142;28116142;28120143;28120143;28120143;28128550;28128326;28128326;28136800;28136800;28136800;28136800;28138571;28138745;28138779;28138779;28138779;28144585;28144434;28146243;28150963	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3846	0
ENSG00000269971.1	chr1	28100369	28100552	+	184	0
ENSG00000270031.1	chr1	28146494	28146852	+	359	0
ENSG00000223062.1	chr1	28151049	28151154	+	106	0
ENSG00000117751.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28157289;28157325;28157333;28157835;28159267;28159267;28159267;28159267;28165210;28165210;28165210;28165210;28167525;28167525;28167525;28169697;28169697;28169697;28169697;28173539;28173539;28173539;28173539;28173601;28176604;28176604;28176604;28176604;28176604;28178051	28157402;28157877;28157757;28157877;28159327;28159327;28159327;28159327;28165363;28165363;28165363;28165363;28167745;28167745;28167745;28169841;28169841;28169841;28169841;28173603;28173603;28173603;28173603;28173603;28176925;28176943;28178039;28178183;28178187;28178187	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2819	0
ENSG00000252947.1	chr1	28160912	28161077	+	166	0
ENSG00000268552.1	chr1	28177085	28177255	-	171	0
ENSG00000130775.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28199055;28199055;28199060;28199067;28199069;28199069;28199079;28199083;28203099;28203099;28203099;28203099;28203099;28203099;28203195;28206155;28206155;28206155;28206155;28206155;28206242;28208482;28208482;28208482;28208482;28209024;28209024;28209024;28209024;28209024;28209909;28211806;28211806;28211806;28211806;28211806;28211806;28212378;28212378;28212378;28212378;28212378;28212378	28199176;28199176;28199176;28199176;28199176;28199176;28199176;28199151;28203239;28203239;28203239;28203239;28203239;28203239;28203239;28206565;28206565;28206459;28206565;28206565;28206565;28208588;28209554;28208986;28208636;28209455;28209554;28209115;28209554;28209554;28211962;28211962;28211962;28211928;28211962;28211962;28211962;28213184;28213184;28213184;28213044;28213196;28213196	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4620	0
ENSG00000117748.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28218035;28218049;28218435;28218584;28218660;28220523;28220523;28220523;28220523;28220801;28220801;28220801;28220801;28223516;28223516;28223516;28223516;28223516;28224144;28224144;28224144;28224144;28233439;28233439;28233439;28233439;28233692;28233692;28233692;28233692;28240574;28240574;28240574;28240574;28240933;28240945;28241138	28218758;28218219;28218758;28218758;28218758;28220617;28220617;28220617;28220617;28220908;28220908;28220908;28220908;28223632;28223632;28223632;28223596;28223632;28224218;28224218;28224218;28224218;28233552;28233552;28233552;28233552;28233793;28233793;28233793;28233793;28240680;28241024;28240680;28240680;28241099;28241254;28241257	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2019	0
ENSG00000130768.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28261504;28261540;28261550;28261550;28261567;28261621;28263048;28267982;28268786;28268786;28271743;28271743;28271743;28271743;28271743;28271743;28275505;28275576;28275576;28275576;28275576;28279726;28279726;28279726;28279726;28280865;28280865;28280865;28280865;28280865;28282195;28282195;28282195;28282195;28282195;28282460;28282460;28282460;28282460;28284987;28284987;28284987	28261755;28261755;28261755;28261755;28261755;28261755;28263174;28268087;28268875;28268875;28271956;28271956;28271956;28271956;28271956;28271956;28275673;28275673;28275673;28275673;28275673;28279869;28279869;28279869;28279869;28281037;28281037;28281037;28281037;28281037;28282375;28282375;28282222;28282375;28282375;28282593;28282991;28282593;28282593;28285662;28285668;28285668	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2670	0
ENSG00000227050.1	chr1;chr1;chr1;chr1;chr1	28265386;28282282;28282520;28285364;28286671	28265590;28282361;28282603;28285451;28286704	-;-;-;-;-	491	0
ENSG00000158156.7	chr1;chr1;chr1;chr1;chr1;chr1	28285973;28290008;28290148;28290696;28293014;28293014	28286873;28290204;28290204;28290746;28294607;28293221	+;+;+;+;+;+	2743	0
ENSG00000158161.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28296855;28296858;28299979;28300906;28300961;28303784;28304885;28304885;28304885;28304885;28304885;28304885;28314984;28314990;28315046;28315046;28315046;28315046;28315046;28315046;28316208;28316208;28316208;28316208;28316208;28316208;28316208;28316208;28319911;28319911;28319911;28319911;28319911;28319911;28319911;28319911;28323831;28323831;28323831;28323831;28323831;28323831;28323831;28323831;28324795;28326471;28326471;28326471;28326471;28326471;28326471;28326471;28326471;28330847;28330847;28330847;28330847;28330847;28330847;28330847;28330847;28337307;28337458;28337458;28337458;28337458;28337458;28337458;28337458;28337458;28339622;28339622;28339622;28339622;28339622;28339622;28339622;28339622;28343665;28343665;28343665;28343665;28343665;28343665;28343665;28343665;28354300;28354300;28354300;28354300;28362055;28362055;28362055;28362055;28362055;28362055;28362055;28365350;28365350;28365350;28365350;28365350;28365350;28365350;28369082;28369082;28369082;28369082;28369082;28369082;28374894;28374894;28374894;28374894;28374894;28374894;28384505;28384505;28384505;28384505;28384505;28384505;28384505;28415035;28415035;28415035;28415035;28415035;28415035	28301057;28301057;28301057;28301057;28301057;28303900;28304985;28304985;28304985;28304985;28304985;28304985;28315167;28315167;28315167;28315167;28315167;28315167;28315167;28315167;28316322;28316322;28316322;28316322;28316322;28316322;28316322;28316322;28320071;28320071;28320071;28320071;28320071;28320071;28320071;28320071;28323889;28323889;28323889;28323889;28323889;28323889;28323889;28323889;28324862;28326560;28326560;28326560;28326560;28326560;28326560;28326560;28326560;28330930;28330930;28330930;28330930;28330930;28330930;28330930;28330930;28337597;28337597;28337597;28337597;28337597;28337597;28337594;28337597;28337597;28339805;28339805;28339805;28339805;28339805;28339805;28339805;28339805;28343750;28343750;28343750;28343750;28343750;28343750;28343750;28343750;28354437;28354437;28354437;28354437;28362190;28362191;28362191;28362191;28362191;28362191;28362191;28365416;28365416;28365416;28365416;28365416;28365416;28365416;28369161;28369161;28369161;28369161;28369161;28369161;28374937;28374937;28374937;28374937;28374937;28374937;28384605;28384605;28384605;28384605;28384598;28384605;28384605;28415108;28415075;28415145;28415142;28415115;28415207	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6483	0
ENSG00000238231.2	chr1	28316669	28317035	-	367	0
ENSG00000240750.2	chr1	28358397	28358691	-	295	0
ENSG00000228589.2	chr1;chr1	28421582;28422253	28422833;28422933	-;-	1352	0
ENSG00000228943.1	chr1;chr1	28436250;28436714	28436388;28436809	+;+	235	0
ENSG00000214812.3	chr1;chr1	28446960;28447346	28447029;28447832	-;-	557	0
ENSG00000253005.1	chr1	28469248	28469352	-	105	0
ENSG00000252429.1	chr1	28470667	28470728	-	62	0
ENSG00000169403.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1	28473677;28473677;28476184;28503103;28503103;28520233;28520233	28477570;28477570;28477570;28503184;28503699;28520384;28520447	-;-;-;-;-;-;-	4706	0
ENSG00000126698.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28525967;28526664;28527068;28527070;28527767;28530258;28530258;28530258;28531769;28531769;28531769;28531769;28534853;28534853;28534853;28536483;28536483;28536671;28536744;28537082;28537082;28541451;28541451;28541451;28541451;28555433;28555433;28555433;28555433;28556642;28556642;28559432;28559432;28559432;28559432	28526085;28526743;28527881;28527881;28527881;28530333;28530333;28530333;28531860;28531860;28531860;28531861;28534924;28535320;28534924;28536577;28536577;28537148;28537148;28537148;28537148;28541507;28541507;28541507;28541507;28555534;28555534;28555534;28555534;28556763;28556763;28559531;28559515;28559536;28559536	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2609	0
ENSG00000215902.1	chr1;chr1	28527013;28527105	28527030;28527152	-;-	66	0
ENSG00000269804.1	chr1	28527070	28527419	+	350	0
ENSG00000130770.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28562620;28562644;28562653;28562665;28562872;28562872;28562872;28562872;28564272;28564348;28573100	28562781;28562781;28562781;28562781;28562963;28562963;28562963;28564609;28564616;28564611;28573417	+;+;+;+;+;+;+;+;+;+;+	2225	0
ENSG00000270605.1	chr1	28566020	28567964	-	1945	0
ENSG00000271398.1	chr1	28573655	28574079	+	425	0
ENSG00000130766.4	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28586038;28595694;28598185;28598795;28599092;28599869;28600551;28601336;28605608;28607227	28586448;28595759;28598382;28598977;28599304;28600019;28600669;28601526;28605752;28609002	+;+;+;+;+;+;+;+;+;+	3453	0
ENSG00000130772.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28655513;28655549;28655566;28655573;28656794;28657108;28657108;28657108;28657108;28657108;28660928;28660928;28660928;28660928;28662305	28655635;28655691;28655691;28655691;28656886;28657303;28657246;28657246;28657246;28657246;28661096;28662476;28661597;28661527;28662475	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2017	0
